10 0.00019501 0.00324114
20 0.001103 0.00205792
30 0.00331748 0.00667452
40 0.00919793 0.014446
50 0.0150863 0.0329792
60 0.0198145 0.0535816
70 0.0367905 0.0889727
80 0.0521642 0.129326
90 0.0655607 0.183819
100 0.10898 0.248501
